OTU,ALancangBesar,BPari,CTidung,DKarangBeras,EPramuka,FKotok,GSepa,Rowsums
ASV10752,0,1,25,35,22,7,10,100
ASV12235,0,13,21,10,24,7,25,100
ASV18857,0,2,28,19,29,18,4,100
ASV23731,0,27,21,3,22,16,11,100
ASV26614,0,42,31,2,0,25,0,100
ASV1912,0,49,0,8,42,0,0,99
ASV4792,0,5,13,65,6,10,0,99
ASV7649,0,3,29,19,6,10,32,99
ASV8385,0,5,7,3,82,0,2,99
ASV10504,14,16,29,14,25,0,1,99
ASV11140,9,4,20,1,27,0,38,99
ASV11478,5,30,3,6,21,1,33,99
ASV14846,0,3,4,0,14,52,26,99
ASV16814,0,99,0,0,0,0,0,99
ASV20037,0,0,15,60,17,7,0,99
ASV24477,9,6,20,46,4,6,8,99
ASV675,25,2,12,0,7,11,41,98
ASV2043,12,6,4,10,35,0,31,98
ASV3035,6,1,0,7,84,0,0,98
ASV3738,2,53,0,33,0,0,10,98
ASV4623,5,7,0,24,43,0,19,98
ASV5649,0,0,70,22,0,0,6,98
ASV6951,7,13,8,30,14,14,12,98
ASV7182,0,7,47,10,6,7,21,98
ASV7419,0,5,33,4,9,12,35,98
ASV10587,0,10,23,8,18,2,37,98
ASV10851,0,4,52,0,6,33,3,98
ASV11520,4,11,28,12,4,5,34,98
ASV12060,18,1,13,12,28,15,11,98
ASV12218,0,0,10,12,4,3,69,98
ASV12794,35,22,11,14,1,15,0,98
ASV14660,54,30,0,14,0,0,0,98
ASV19198,11,12,25,6,1,9,34,98
ASV20779,0,0,1,0,0,95,2,98
ASV7,5,0,8,22,0,38,24,97
ASV1051,5,37,10,3,5,25,12,97
ASV1584,1,5,23,24,29,11,4,97
ASV1654,0,0,28,1,0,6,62,97
ASV1693,5,5,8,6,0,44,29,97
ASV5343,0,3,0,91,0,3,0,97
ASV12593,0,1,12,8,21,44,11,97
ASV12815,0,36,41,8,0,0,12,97
ASV12842,1,0,31,23,3,9,30,97
ASV15739,0,8,6,7,54,3,19,97
ASV20851,7,12,7,0,40,19,12,97
ASV584,0,5,0,0,13,0,78,96
ASV2100,2,25,17,9,6,19,18,96
ASV4536,11,0,9,40,20,0,16,96
ASV5290,0,5,15,3,1,72,0,96
ASV5845,0,0,21,19,13,5,38,96
ASV6924,10,22,19,10,0,24,11,96
ASV10139,0,0,16,7,3,11,59,96
ASV13210,0,0,0,96,0,0,0,96
ASV14376,0,0,35,0,30,19,12,96
ASV17870,4,20,8,7,25,11,21,96
ASV25396,0,0,96,0,0,0,0,96
ASV1007,6,6,14,22,4,15,28,95
ASV1238,0,10,21,22,9,33,0,95
ASV1336,0,11,9,28,24,14,9,95
ASV2259,0,2,42,29,3,0,19,95
ASV2608,0,0,0,0,95,0,0,95
ASV5558,1,5,21,10,20,33,5,95
ASV7944,0,0,42,8,5,19,21,95
ASV9513,5,3,26,0,25,2,34,95
ASV9562,0,0,0,0,21,0,74,95
ASV9840,16,5,24,18,10,1,21,95
ASV11388,7,9,16,15,26,0,22,95
ASV12079,35,15,9,9,10,5,12,95
ASV12319,0,18,17,0,0,0,60,95
ASV12827,0,0,32,13,4,27,19,95
ASV13634,0,0,19,10,32,21,13,95
ASV13821,0,0,29,6,6,13,41,95
ASV14797,0,0,52,0,0,33,10,95
ASV16755,7,7,0,31,15,0,35,95
ASV17030,0,3,56,0,4,32,0,95
ASV19032,17,0,0,44,34,0,0,95
ASV607,9,6,28,7,14,4,26,94
ASV2009,5,18,0,26,23,7,15,94
ASV2746,1,52,0,35,0,0,6,94
ASV3246,8,22,17,21,4,22,0,94
ASV5185,4,3,12,23,27,1,24,94
ASV8495,0,21,12,4,35,5,17,94
ASV9099,0,17,24,10,2,21,20,94
ASV9118,0,0,2,88,0,1,3,94
ASV11872,0,6,22,16,15,3,32,94
ASV12114,0,0,3,0,91,0,0,94
ASV12826,14,0,13,24,30,9,4,94
ASV15562,2,20,4,60,3,0,5,94
ASV17780,0,4,24,16,16,12,22,94
ASV20757,7,13,44,1,3,23,3,94
ASV25785,0,0,23,0,7,39,25,94
ASV228,39,12,3,21,10,3,5,93
ASV1012,0,4,37,5,20,8,19,93
ASV2257,5,8,14,34,19,6,7,93
ASV2667,18,23,11,5,9,10,17,93
ASV2810,0,5,14,48,5,19,2,93
ASV6062,0,4,26,4,29,28,2,93
ASV7382,7,5,28,20,2,6,25,93
ASV10192,10,14,2,14,4,3,46,93
ASV10254,0,0,0,28,30,4,31,93
ASV10318,11,51,3,4,0,6,18,93
ASV10344,0,7,43,1,7,31,4,93
ASV10364,15,7,16,12,22,2,19,93
ASV11817,2,0,35,0,8,0,48,93
ASV16001,32,4,30,17,5,1,4,93
ASV19916,0,0,46,0,39,0,8,93
ASV22258,15,8,21,25,21,3,0,93
ASV1418,6,8,25,9,14,9,21,92
ASV3194,0,11,12,8,5,33,23,92
ASV5115,0,13,10,13,21,8,27,92
ASV10257,0,2,23,40,13,8,6,92
ASV10509,0,3,18,16,2,44,9,92
ASV12324,7,7,22,14,12,0,30,92
ASV12782,7,12,22,0,18,27,6,92
ASV17405,3,10,12,12,16,28,11,92
ASV26329,0,8,0,4,80,0,0,92
ASV539,5,12,20,9,26,12,7,91
ASV2660,6,18,24,19,15,9,0,91
ASV3403,0,3,55,7,0,26,0,91
ASV3984,0,13,32,15,14,14,3,91
ASV4387,0,4,21,27,16,3,20,91
ASV4482,0,0,17,11,18,4,41,91
ASV4483,0,0,0,91,0,0,0,91
ASV7737,0,7,32,0,19,12,21,91
ASV7772,0,1,16,12,8,18,36,91
ASV8153,7,6,12,12,24,2,28,91
ASV8244,0,0,2,7,53,11,18,91
ASV14141,13,11,24,0,7,27,9,91
ASV15384,4,5,48,0,3,31,0,91
ASV18390,0,25,7,0,1,47,11,91
ASV19657,0,69,0,17,0,0,5,91
ASV22424,0,4,48,39,0,0,0,91
ASV2191,0,0,14,0,12,0,64,90
ASV2378,4,16,29,5,9,12,15,90
ASV2862,7,7,30,32,1,10,3,90
ASV3954,0,21,15,10,23,21,0,90
ASV5244,0,3,19,5,15,11,37,90
ASV5481,16,0,21,11,9,22,11,90
ASV6674,0,14,36,0,21,11,8,90
ASV6684,0,8,67,0,0,15,0,90
ASV10428,0,6,0,36,22,0,26,90
ASV11097,4,10,8,22,11,0,35,90
ASV13301,8,0,19,33,0,25,5,90
ASV15305,0,3,41,23,23,0,0,90
ASV25600,0,51,14,4,0,21,0,90
ASV175,5,15,9,19,14,14,13,89
ASV1669,0,0,20,11,5,21,32,89
ASV2114,0,13,31,40,3,2,0,89
ASV2443,0,7,4,11,47,6,14,89
ASV2461,0,31,23,0,4,0,31,89
ASV2483,0,15,37,8,8,8,13,89
ASV3553,22,7,11,7,25,17,0,89
ASV3585,22,7,6,27,2,13,12,89
ASV5601,0,0,67,0,0,22,0,89
ASV6476,6,0,7,24,17,12,23,89
ASV6922,0,9,6,7,11,21,35,89
ASV13137,0,0,0,5,5,16,63,89
ASV13206,0,1,47,11,26,0,4,89
ASV20405,73,0,7,0,0,0,9,89
ASV742,0,7,40,3,23,6,9,88
ASV1723,0,8,8,5,31,18,18,88
ASV1809,22,4,18,10,19,0,15,88
ASV2033,36,0,4,12,16,8,12,88
ASV2221,0,30,19,7,3,16,13,88
ASV2439,0,7,9,2,24,34,12,88
ASV2774,8,4,4,9,15,8,40,88
ASV4060,5,0,31,8,15,15,14,88
ASV4156,0,0,8,16,31,6,27,88
ASV6133,0,7,19,2,35,7,18,88
ASV6907,10,2,14,17,15,18,12,88
ASV6948,0,0,11,32,16,26,3,88
ASV11753,9,0,41,14,3,16,5,88
ASV15284,0,12,18,12,7,5,34,88
ASV16752,10,5,25,4,15,0,29,88
ASV23704,0,0,12,15,31,21,9,88
ASV24387,14,9,3,22,27,6,7,88
ASV2467,16,25,42,1,1,2,0,87
ASV3098,9,12,18,9,22,10,7,87
ASV3533,0,0,10,29,48,0,0,87
ASV4135,1,3,30,10,13,12,18,87
ASV5039,11,3,9,24,23,10,7,87
ASV7127,3,14,4,9,9,17,31,87
ASV7395,8,14,16,13,10,14,12,87
ASV9293,5,0,34,14,0,30,4,87
ASV9676,12,0,6,18,29,0,22,87
ASV9903,1,1,9,7,26,43,0,87
ASV14793,0,12,15,19,7,9,25,87
ASV16108,0,0,16,67,0,0,4,87
ASV154,4,14,14,6,24,0,24,86
ASV529,7,0,7,59,4,9,0,86
ASV795,0,0,0,0,65,0,21,86
ASV2118,5,12,13,0,33,21,2,86
ASV2387,11,0,10,36,9,15,5,86
ASV2570,0,8,24,12,0,12,30,86
ASV5535,37,26,13,9,0,0,1,86
ASV13702,10,6,12,16,23,9,10,86
ASV13950,0,5,22,7,23,24,5,86
ASV14066,35,0,10,13,19,1,8,86
ASV14073,0,9,7,22,11,24,13,86
ASV14357,0,10,0,45,6,25,0,86
ASV15486,0,4,8,17,0,32,25,86
ASV15537,3,10,34,16,15,5,3,86
ASV18449,0,1,26,23,16,5,15,86
ASV1289,0,8,26,2,7,35,7,85
ASV2560,0,3,2,11,26,7,36,85
ASV3565,19,9,32,17,0,0,8,85
ASV3625,0,29,3,8,6,0,39,85
ASV4076,3,0,1,10,0,0,71,85
ASV5492,1,6,28,14,25,1,10,85
ASV5680,82,0,0,0,0,1,2,85
ASV5937,5,6,24,12,1,22,15,85
ASV6686,0,3,54,13,0,0,15,85
ASV7032,0,6,14,12,8,35,10,85
ASV7330,0,9,29,4,17,8,18,85
ASV7611,0,43,0,24,18,0,0,85
ASV8869,2,4,25,25,19,0,10,85
ASV11181,14,3,29,1,32,6,0,85
ASV12955,0,9,22,24,10,10,10,85
ASV14889,49,20,0,0,10,2,4,85
ASV16110,0,8,48,0,9,16,4,85
ASV18806,0,17,21,9,15,8,15,85
ASV18955,0,4,15,21,20,7,18,85
ASV849,0,17,0,67,0,0,0,84
ASV9651,12,14,5,17,22,4,10,84
ASV12281,0,0,0,54,0,0,30,84
ASV14871,18,10,8,19,7,3,19,84
ASV16417,0,10,0,10,48,0,16,84
ASV17268,14,37,21,0,0,0,12,84
ASV18124,0,0,4,0,80,0,0,84
ASV19193,17,2,29,12,0,19,5,84
ASV19706,0,0,21,29,2,11,21,84
ASV23580,84,0,0,0,0,0,0,84
ASV24449,0,0,28,1,16,33,6,84
ASV243,0,0,14,3,62,0,4,83
ASV993,4,13,0,12,0,24,30,83
ASV1416,0,0,6,4,6,51,16,83
ASV1813,22,0,11,2,20,28,0,83
ASV2459,32,3,14,5,0,17,12,83
ASV4129,0,5,0,4,29,6,39,83
ASV4355,0,0,0,6,4,0,73,83
ASV4407,0,4,7,17,38,2,15,83
ASV4480,3,6,0,7,38,13,16,83
ASV5057,0,0,17,23,21,6,16,83
ASV7747,0,10,0,19,35,5,14,83
ASV8101,3,14,39,8,0,6,13,83
ASV9912,0,6,0,0,12,0,65,83
ASV10650,21,0,0,12,44,6,0,83
ASV10798,0,3,71,0,1,2,6,83
ASV11267,26,25,16,5,1,2,8,83
ASV12569,19,0,17,5,3,15,24,83
ASV14708,0,25,25,9,10,0,14,83
ASV15262,16,7,4,13,24,4,15,83
ASV17674,4,0,0,0,11,0,68,83
ASV324,6,2,18,16,16,7,17,82
ASV485,0,10,15,9,21,14,13,82
ASV1278,6,16,0,10,13,3,34,82
ASV1345,0,4,27,0,2,19,30,82
ASV1567,0,13,6,0,55,8,0,82
ASV5683,11,8,16,4,0,15,28,82
ASV6913,0,9,29,1,12,17,14,82
ASV7004,0,12,34,17,11,7,1,82
ASV10375,0,4,0,0,0,2,76,82
ASV14207,0,4,12,15,4,4,43,82
ASV21546,0,5,29,0,6,6,36,82
ASV21949,16,8,36,0,18,4,0,82
ASV1258,0,0,30,16,0,22,13,81
ASV2166,8,1,7,30,16,14,5,81
ASV2205,0,6,5,5,42,0,23,81
ASV2502,8,9,16,23,10,13,2,81
ASV4456,12,18,14,14,20,3,0,81
ASV4579,4,11,28,25,1,12,0,81
ASV9640,6,7,6,4,41,3,14,81
ASV12137,0,5,9,12,20,16,19,81
ASV14541,0,20,16,4,27,5,9,81
ASV18517,0,81,0,0,0,0,0,81
ASV572,0,14,15,0,10,3,38,80
ASV1700,0,4,25,0,36,12,3,80
ASV1777,0,31,0,0,49,0,0,80
ASV2074,5,20,18,9,12,2,14,80
ASV2337,3,0,17,6,44,5,5,80
ASV2345,0,70,0,0,7,3,0,80
ASV3071,0,12,30,3,18,7,10,80
ASV3699,0,0,11,0,4,0,65,80
ASV3781,2,0,23,8,6,4,37,80
ASV4435,0,0,5,10,21,6,38,80
ASV4527,0,12,2,6,32,10,18,80
ASV6034,18,0,11,9,32,0,10,80
ASV7543,0,10,25,0,1,29,15,80
ASV8591,22,0,3,6,9,22,18,80
ASV9982,0,13,16,13,16,9,13,80
ASV10604,0,0,55,10,0,9,6,80
ASV11555,0,0,25,0,38,17,0,80
ASV12350,0,28,10,14,10,5,13,80
ASV15927,0,12,20,5,11,32,0,80
ASV16548,2,15,8,21,3,13,18,80
ASV16674,0,0,0,80,0,0,0,80
ASV17198,0,0,2,28,21,16,13,80
ASV1112,11,4,15,15,20,3,11,79
ASV1506,5,7,0,53,6,8,0,79
ASV1590,3,6,12,5,15,38,0,79
ASV3510,7,1,28,0,22,8,13,79
ASV3930,0,29,0,16,9,4,21,79
ASV3977,0,8,19,16,22,14,0,79
ASV4386,11,9,24,5,10,12,8,79
ASV6443,0,3,7,10,22,28,9,79
ASV6549,0,3,1,0,38,0,37,79
ASV8067,12,19,25,10,5,2,6,79
ASV9042,5,3,2,2,16,36,15,79
ASV10366,5,0,14,24,36,0,0,79
ASV11813,16,0,27,6,17,4,9,79
ASV13113,17,13,5,13,5,16,10,79
ASV13537,0,0,0,79,0,0,0,79
ASV14539,36,17,0,5,0,3,18,79
ASV14594,0,2,72,1,0,4,0,79
ASV16457,0,0,11,25,35,0,8,79
ASV18106,27,19,0,0,7,19,7,79
ASV264,0,0,54,6,13,0,5,78
ASV404,0,7,13,18,5,3,32,78
ASV1318,0,0,32,21,16,7,2,78
ASV1861,0,8,21,10,3,28,8,78
ASV1865,33,5,0,25,3,8,4,78
ASV1947,0,0,20,17,0,15,26,78
ASV3562,7,3,17,26,0,8,17,78
ASV4634,2,14,3,24,6,7,22,78
ASV5169,0,0,10,58,0,10,0,78
ASV8414,5,4,18,25,10,1,15,78
ASV9888,2,4,20,32,8,4,8,78
ASV12357,0,0,0,0,7,0,71,78
ASV12449,0,23,0,31,24,0,0,78
ASV13648,0,0,0,20,0,25,33,78
ASV13955,6,4,3,11,33,2,19,78
ASV16648,9,1,23,11,4,20,10,78
ASV17838,0,20,35,6,4,2,11,78
ASV19579,24,4,6,2,36,5,1,78
ASV24702,0,48,11,7,1,11,0,78
ASV431,3,9,0,11,9,10,35,77
ASV593,3,3,17,21,3,26,4,77
ASV1452,0,7,23,13,14,0,20,77
ASV4030,0,17,14,4,0,2,40,77
ASV4956,0,8,13,11,19,0,26,77
ASV5009,0,7,3,12,14,7,34,77
ASV5140,0,3,22,13,24,12,3,77
ASV6781,0,4,22,9,2,20,20,77
ASV7498,0,1,10,16,21,6,23,77
ASV8630,35,0,0,17,5,20,0,77
ASV10046,0,0,2,27,36,0,12,77
ASV11500,1,0,32,5,15,4,20,77
ASV11739,0,0,26,6,31,12,2,77
ASV14538,0,0,0,0,0,77,0,77
ASV14829,0,32,18,0,27,0,0,77
ASV17885,0,0,0,1,65,0,11,77
ASV19262,0,17,0,12,0,22,26,77
ASV20096,77,0,0,0,0,0,0,77
ASV1343,10,0,31,0,1,25,9,76
ASV1816,0,24,4,17,0,5,26,76
ASV3052,8,8,23,13,6,14,4,76
ASV4253,17,0,0,0,28,0,31,76
ASV5297,0,7,17,18,4,17,13,76
ASV6135,0,14,45,0,2,10,5,76
ASV7598,0,8,21,3,16,23,5,76
ASV8636,0,0,11,49,2,0,14,76
ASV9836,0,11,13,0,0,0,52,76
ASV12034,0,7,3,4,7,9,46,76
ASV13901,6,0,12,5,3,14,36,76
ASV14289,0,0,11,5,7,37,16,76
ASV15053,3,11,22,5,17,14,4,76
ASV16907,0,1,15,39,15,1,5,76
ASV17005,14,6,5,6,14,16,15,76
ASV20054,37,12,3,0,17,2,5,76
ASV20435,0,76,0,0,0,0,0,76
ASV20935,5,0,12,18,16,13,12,76
ASV21896,2,15,8,21,21,3,6,76
ASV1292,3,0,30,3,16,0,23,75
ASV2776,0,4,11,11,33,0,16,75
ASV3223,0,0,6,18,0,29,22,75
ASV3428,0,8,10,25,8,13,11,75
ASV5026,0,0,37,14,0,24,0,75
ASV5704,0,7,6,6,4,17,35,75
ASV6876,0,3,7,47,4,0,14,75
ASV7891,0,35,0,9,0,0,31,75
ASV8553,3,0,25,13,11,15,8,75
ASV8623,0,0,35,22,13,5,0,75
ASV9249,14,14,1,8,11,9,18,75
ASV10452,0,7,10,26,9,11,12,75
ASV13926,0,3,13,18,0,22,19,75
ASV15414,0,7,13,13,6,30,6,75
ASV16324,0,0,0,0,1,5,69,75
ASV16711,2,0,14,12,30,9,8,75
ASV19611,0,9,6,6,9,15,30,75
ASV22291,5,3,6,19,20,0,22,75
ASV23817,34,6,7,0,0,28,0,75
ASV27013,0,18,22,0,5,21,9,75
ASV304,4,4,3,8,4,15,36,74
ASV1194,11,8,13,15,4,8,15,74
ASV2498,0,13,25,0,13,0,23,74
ASV3353,41,5,14,0,5,4,5,74
ASV4657,0,0,13,8,12,34,7,74
ASV5213,2,4,1,9,26,3,29,74
ASV7686,0,5,0,12,51,4,2,74
ASV8308,13,0,5,8,6,3,39,74
ASV9007,2,3,13,10,4,29,13,74
ASV9810,0,35,0,20,19,0,0,74
ASV11763,0,14,27,15,5,1,12,74
ASV12039,1,19,11,6,12,25,0,74
ASV18139,1,21,16,14,5,4,13,74
ASV20063,0,14,8,0,3,21,28,74
ASV20800,0,0,72,0,0,2,0,74
ASV21928,0,35,0,11,14,1,13,74
ASV22017,0,0,0,74,0,0,0,74
ASV71,2,12,12,11,3,16,17,73
ASV151,0,6,9,9,12,30,7,73
ASV557,9,15,26,5,7,11,0,73
ASV1231,0,9,12,0,14,24,14,73
ASV1487,0,0,10,0,33,15,15,73
ASV2327,12,10,0,16,11,19,5,73
ASV3013,0,0,0,0,0,5,68,73
ASV4089,0,3,0,2,34,21,13,73
ASV6554,3,1,34,9,10,8,8,73
ASV7410,3,7,14,15,0,22,12,73
ASV8119,5,9,15,14,7,7,16,73
ASV8738,0,8,9,10,15,0,31,73
ASV11427,0,0,28,18,15,10,2,73
ASV11554,20,5,4,3,29,7,5,73
ASV12656,0,66,0,0,0,0,7,73
ASV15122,3,0,6,8,23,16,17,73
ASV15413,0,0,6,2,65,0,0,73
ASV19177,6,13,18,8,16,6,6,73
ASV703,0,0,19,0,24,13,16,72
ASV710,0,9,28,12,12,7,4,72
ASV2123,1,0,16,6,34,13,2,72
ASV3275,0,3,24,17,21,6,1,72
ASV4097,0,3,35,18,10,3,3,72
ASV4279,8,4,5,13,22,3,17,72
ASV5844,16,0,0,0,38,2,16,72
ASV6004,14,14,7,8,17,10,2,72
ASV6210,0,1,1,5,3,58,4,72
ASV9864,0,0,16,28,0,12,16,72
ASV10379,0,2,4,66,0,0,0,72
ASV13148,0,7,1,19,37,3,5,72
ASV13492,0,6,0,23,0,0,43,72
ASV14705,0,3,11,5,0,0,53,72
ASV15524,0,10,24,7,0,26,5,72
ASV17029,0,3,9,8,8,0,44,72
ASV21145,6,0,2,18,28,5,13,72
ASV23547,0,17,24,0,22,1,8,72
ASV24213,0,1,17,32,5,17,0,72
ASV481,0,0,32,0,4,0,35,71
ASV610,66,0,0,0,0,0,5,71
ASV692,0,15,3,5,23,22,3,71
ASV1379,0,8,17,0,2,18,26,71
ASV3425,0,0,18,6,14,18,15,71
ASV4452,6,2,4,18,27,3,11,71
ASV5308,7,19,6,0,0,4,35,71
ASV5326,0,1,16,4,12,10,28,71
ASV5641,0,0,8,23,32,2,6,71
ASV5744,0,0,5,0,1,40,25,71
ASV6265,20,6,2,35,0,0,8,71
ASV7086,0,0,49,0,0,22,0,71
ASV7532,5,4,4,18,21,9,10,71
ASV8278,0,0,70,0,0,1,0,71
ASV9992,0,0,19,35,0,12,5,71
ASV12057,0,0,22,0,1,48,0,71
ASV12970,10,14,18,11,6,9,3,71
ASV13345,0,0,9,31,0,22,9,71
ASV13690,6,9,5,14,4,13,20,71
ASV15778,5,1,0,15,1,0,49,71
ASV15911,0,69,0,0,2,0,0,71
ASV21015,0,3,0,43,14,0,11,71
ASV21437,6,1,16,22,7,6,13,71
ASV536,0,70,0,0,0,0,0,70
ASV694,0,3,0,3,0,0,64,70
ASV2076,5,0,18,26,12,9,0,70
ASV2791,0,62,0,2,3,0,3,70
ASV2819,1,17,0,6,33,0,13,70
ASV3641,0,0,0,39,0,18,13,70
ASV5130,0,0,11,15,12,15,17,70
ASV6784,0,0,0,0,64,0,6,70
ASV7393,0,0,4,9,3,0,54,70
ASV7568,0,0,11,9,27,23,0,70
ASV9735,0,33,17,3,0,17,0,70
ASV11171,0,0,2,0,0,68,0,70
ASV13175,2,24,14,11,0,5,14,70
ASV21167,0,0,0,0,0,70,0,70
ASV22858,0,0,0,70,0,0,0,70
ASV25723,3,37,0,23,6,0,1,70
ASV26141,0,0,69,1,0,0,0,70
ASV76,0,10,15,6,6,24,8,69
ASV346,0,0,21,29,16,0,3,69
ASV1636,4,5,3,7,6,21,23,69
ASV3795,0,3,4,21,24,11,6,69
ASV3892,0,1,33,4,0,31,0,69
ASV5310,0,22,3,14,6,6,18,69
ASV5487,0,0,23,11,15,13,7,69
ASV5764,0,16,0,14,16,0,23,69
ASV6830,0,9,11,8,17,2,22,69
ASV6935,6,8,6,2,1,37,9,69
ASV6949,23,18,2,1,12,0,13,69
ASV7466,4,7,7,24,11,12,4,69
ASV11262,16,0,0,4,11,28,10,69
ASV11334,0,4,0,1,61,0,3,69
ASV13232,0,0,18,2,16,25,8,69
ASV14494,5,0,0,62,2,0,0,69
ASV16255,0,2,0,2,0,20,45,69
ASV18085,0,0,21,6,18,16,8,69
ASV22388,0,0,4,49,0,0,16,69
ASV23872,0,0,0,69,0,0,0,69
ASV583,0,0,5,8,11,13,31,68
ASV1158,0,17,4,17,8,0,22,68
ASV2093,0,0,24,8,12,8,16,68
ASV2164,10,8,6,12,13,11,8,68
ASV2919,0,9,19,2,9,9,20,68
ASV5541,0,30,0,0,10,1,27,68
ASV6761,0,17,2,8,11,16,14,68
ASV7517,0,0,57,11,0,0,0,68
ASV7689,0,0,0,13,10,0,45,68
ASV9477,0,4,8,3,8,22,23,68
ASV10755,9,7,22,9,18,2,1,68
ASV12889,0,0,11,9,9,39,0,68
ASV14242,0,0,15,0,53,0,0,68
ASV15779,11,12,5,2,19,9,10,68
ASV17219,4,1,30,9,11,9,4,68
ASV17839,0,0,0,0,0,68,0,68
ASV18022,1,3,16,12,25,4,7,68
ASV21088,0,0,0,0,0,1,67,68
ASV21415,0,0,0,5,63,0,0,68
ASV22386,24,9,16,6,0,13,0,68
ASV24575,10,8,22,0,2,0,26,68
ASV1035,0,0,6,15,32,0,14,67
ASV1510,0,1,0,52,0,13,1,67
ASV2351,2,5,5,19,25,7,4,67
ASV2517,0,0,23,19,1,13,11,67
ASV4455,0,0,67,0,0,0,0,67
ASV6168,5,0,25,8,12,7,10,67
ASV7184,6,1,11,14,29,0,6,67
ASV7251,12,2,1,44,2,6,0,67
ASV7682,0,0,22,5,12,13,15,67
ASV7908,0,0,5,11,5,4,42,67
ASV9930,0,6,11,26,22,0,2,67
ASV13476,8,0,5,31,4,2,17,67
ASV15144,0,16,7,19,7,10,8,67
ASV16038,0,4,63,0,0,0,0,67
ASV18217,0,7,31,0,26,0,3,67
ASV20244,0,0,16,38,3,3,7,67
ASV22985,0,0,0,2,6,53,6,67
ASV23295,0,0,18,0,0,49,0,67
ASV363,0,4,0,15,29,0,18,66
ASV1154,0,12,0,24,9,0,21,66
ASV1350,62,0,0,0,0,4,0,66
ASV2063,0,11,23,0,16,3,13,66
ASV2275,0,5,0,11,3,17,30,66
ASV2360,12,0,8,19,17,4,6,66
ASV2539,4,0,10,5,27,0,20,66
ASV3744,0,0,0,45,18,0,3,66
ASV4473,0,0,4,11,29,5,17,66
ASV4698,0,21,1,12,12,0,20,66
ASV5231,0,0,6,25,3,13,19,66
ASV5611,0,10,13,0,0,17,26,66
ASV6016,0,8,11,0,7,32,8,66
ASV6440,0,12,15,0,37,0,2,66
ASV6731,29,0,0,0,7,0,30,66
ASV9094,9,5,7,15,14,0,16,66
ASV10230,5,0,15,19,2,9,16,66
ASV10494,4,7,19,22,10,3,1,66
ASV10846,10,13,0,27,9,7,0,66
ASV11505,0,4,8,3,18,7,26,66
ASV13842,16,13,4,0,3,30,0,66
ASV14121,2,18,12,8,1,3,22,66
ASV15113,5,0,0,0,8,0,53,66
ASV15538,0,3,18,23,15,0,7,66
ASV18790,0,0,0,25,18,3,20,66
ASV20320,0,0,0,0,0,0,66,66
ASV20941,0,16,38,0,0,12,0,66
ASV21954,0,4,12,23,16,5,6,66
ASV1353,0,12,6,16,8,12,11,65
ASV1500,0,0,20,4,6,35,0,65
ASV2469,1,0,15,16,0,18,15,65
ASV2574,8,16,16,0,11,14,0,65
ASV2944,0,13,52,0,0,0,0,65
ASV3716,0,2,2,6,29,0,26,65
ASV4491,56,0,0,3,0,6,0,65
ASV4731,9,0,4,17,6,0,29,65
ASV4998,22,0,5,0,8,0,30,65
ASV5669,0,19,26,5,5,0,10,65
ASV6436,0,0,31,12,0,21,1,65
ASV6687,0,14,11,5,8,14,13,65
ASV8305,0,13,4,17,7,24,0,65
ASV9758,0,0,21,8,0,36,0,65
ASV11041,0,27,3,19,11,5,0,65
ASV13795,0,14,23,9,14,0,5,65
ASV14807,0,17,24,0,13,0,11,65
ASV16746,0,15,13,0,0,18,19,65
ASV21396,1,1,26,5,4,8,20,65
ASV751,0,5,27,9,2,16,5,64
ASV1645,0,2,0,11,21,8,22,64
ASV2002,0,8,2,16,9,14,15,64
ASV3693,8,5,18,12,6,6,9,64
ASV4009,0,0,0,33,0,0,31,64
ASV4320,0,11,4,20,11,0,18,64
ASV4347,15,0,8,36,0,4,1,64
ASV4423,0,10,10,13,3,0,28,64
ASV6278,0,0,8,56,0,0,0,64
ASV6506,0,20,0,0,0,44,0,64
ASV6557,53,0,5,0,0,6,0,64
ASV6826,0,8,3,18,26,0,9,64
ASV7545,0,0,10,21,3,26,4,64
ASV10164,11,9,37,2,0,1,4,64
ASV11189,0,9,18,0,12,9,16,64
ASV11268,0,0,10,23,18,5,8,64
ASV11838,1,0,21,4,9,23,6,64
ASV11966,0,2,28,16,0,16,2,64
ASV14179,10,10,3,0,8,17,16,64
ASV14444,0,0,0,19,0,8,37,64
ASV16425,4,0,22,15,14,5,4,64
ASV17006,0,0,0,0,13,6,45,64
ASV17698,0,6,12,11,26,2,7,64
ASV19011,0,4,28,9,4,19,0,64
ASV20302,0,0,19,4,3,22,16,64
ASV21318,0,7,0,10,39,0,8,64
ASV23357,0,0,22,8,10,7,17,64
ASV1276,13,25,0,0,0,0,25,63
ASV1707,0,0,16,12,11,20,4,63
ASV1806,5,27,5,0,16,0,10,63
ASV4104,11,1,31,2,1,6,11,63
ASV4566,6,0,25,0,0,32,0,63
ASV4649,0,11,6,9,15,5,17,63
ASV6679,0,56,0,7,0,0,0,63
ASV6818,4,0,13,0,4,30,12,63
ASV8428,0,6,23,31,0,0,3,63
ASV8797,0,6,19,9,14,10,5,63
ASV8892,0,0,12,25,8,18,0,63
ASV9031,0,0,12,2,8,16,25,63
ASV9424,0,10,12,0,20,3,18,63
ASV10376,0,12,11,26,3,0,11,63
ASV10849,0,13,11,4,14,8,13,63
ASV11401,0,11,9,12,13,0,18,63
